date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,quarter,is_weekend,cpu_usage_lag1,cpu_usage_lag3,cpu_usage_lag7,rolling_mean_7,rolling_max_7,rolling_min_7,rolling_mean_30,rolling_max_30,rolling_min_30,cpu_utilization
2023-01-26,West US,VM,55,1191,481,103.24,0.96,0,3,1,1,0,83.0,70.0,79.0,70.71428571428571,89.0,52.0,78.46666666666667,98.0,52.0,0.5555555555555556
2023-01-26,West US,Container,82,1960,349,103.24,0.96,0,3,1,1,0,55.0,73.0,73.0,72.0,89.0,52.0,78.83333333333333,98.0,52.0,0.8282828282828283
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,3,1,1,0,82.0,83.0,89.0,69.0,83.0,52.0,77.83333333333333,98.0,52.0,0.6868686868686869
2023-01-26,East US,Storage,57,1892,435,103.24,0.96,0,3,1,1,0,68.0,55.0,52.0,69.71428571428571,83.0,55.0,76.9,98.0,52.0,0.5757575757575758
2023-01-26,East US,VM,71,533,310,103.24,0.96,0,3,1,1,0,57.0,82.0,70.0,69.85714285714286,83.0,55.0,77.13333333333334,98.0,52.0,0.7171717171717171
2023-01-27,Southeast Asia,Storage,86,638,458,93.23,1.06,0,4,1,1,0,71.0,68.0,73.0,71.71428571428571,86.0,55.0,76.8,98.0,52.0,0.8686868686868687
2023-01-27,Southeast Asia,VM,63,819,237,93.23,1.06,0,4,1,1,0,86.0,57.0,83.0,68.85714285714286,86.0,55.0,75.7,98.0,52.0,0.6363636363636364
2023-01-27,North Europe,Container,96,500,289,93.23,1.06,0,4,1,1,0,63.0,71.0,55.0,74.71428571428571,96.0,57.0,75.76666666666667,98.0,52.0,0.9696969696969697
2023-01-27,North Europe,Storage,69,612,339,93.23,1.06,0,4,1,1,0,96.0,86.0,82.0,72.85714285714286,96.0,57.0,74.8,97.0,52.0,0.696969696969697
2023-01-27,North Europe,VM,53,1223,424,93.23,1.06,0,4,1,1,0,69.0,63.0,68.0,70.71428571428571,96.0,53.0,74.06666666666666,97.0,52.0,0.5353535353535354
2023-01-27,Southeast Asia,Container,82,1401,377,93.23,1.06,0,4,1,1,0,53.0,96.0,57.0,74.28571428571429,96.0,53.0,73.56666666666666,96.0,52.0,0.8282828282828283
2023-01-27,West US,Storage,57,1549,372,93.23,1.06,0,4,1,1,0,82.0,69.0,71.0,72.28571428571429,96.0,53.0,72.36666666666666,96.0,52.0,0.5757575757575758
2023-01-27,West US,VM,51,1346,402,93.23,1.06,0,4,1,1,0,57.0,53.0,86.0,67.28571428571429,96.0,51.0,70.86666666666666,96.0,51.0,0.5151515151515151
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,4,1,1,0,51.0,82.0,63.0,72.28571428571429,98.0,51.0,71.13333333333334,98.0,51.0,0.98989898989899
2023-01-27,East US,Storage,60,503,333,93.23,1.06,0,4,1,1,0,98.0,57.0,96.0,67.14285714285714,98.0,51.0,71.36666666666666,98.0,51.0,0.6060606060606061
2023-01-27,East US,VM,51,967,419,93.23,1.06,0,4,1,1,0,60.0,51.0,69.0,64.57142857142857,98.0,51.0,71.0,98.0,51.0,0.5151515151515151
2023-01-27,West US,Container,93,825,317,93.23,1.06,0,4,1,1,0,51.0,98.0,53.0,70.28571428571429,98.0,51.0,71.16666666666667,98.0,51.0,0.9393939393939394
2023-01-28,Southeast Asia,Container,70,1688,204,110.31,1.09,1,5,1,1,1,93.0,60.0,82.0,68.57142857142857,98.0,51.0,71.76666666666667,98.0,51.0,0.7070707070707071
2023-01-28,Southeast Asia,Storage,63,1297,490,110.31,1.09,1,5,1,1,1,70.0,51.0,57.0,69.42857142857143,98.0,51.0,71.4,98.0,51.0,0.6363636363636364
2023-01-28,Southeast Asia,VM,78,1372,428,110.31,1.09,1,5,1,1,1,63.0,93.0,51.0,73.28571428571429,98.0,51.0,71.2,98.0,51.0,0.7878787878787878
2023-01-28,North Europe,Container,50,1819,259,110.31,1.09,1,5,1,1,1,78.0,70.0,98.0,66.42857142857143,93.0,50.0,69.8,98.0,50.0,0.5050505050505051
2023-01-28,North Europe,Storage,83,1087,234,110.31,1.09,1,5,1,1,1,50.0,63.0,60.0,69.71428571428571,93.0,50.0,70.46666666666667,98.0,50.0,0.8383838383838383
2023-01-28,North Europe,VM,93,833,336,110.31,1.09,1,5,1,1,1,83.0,78.0,51.0,75.71428571428571,93.0,50.0,71.6,98.0,50.0,0.9393939393939394
2023-01-28,West US,Container,84,1618,268,110.31,1.09,1,5,1,1,1,93.0,50.0,93.0,74.42857142857143,93.0,50.0,71.76666666666667,98.0,50.0,0.8484848484848485
2023-01-28,West US,VM,58,1284,464,110.31,1.09,1,5,1,1,1,84.0,83.0,70.0,72.71428571428571,93.0,50.0,71.26666666666667,98.0,50.0,0.5858585858585859
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,5,1,1,1,58.0,93.0,63.0,76.42857142857143,93.0,50.0,71.26666666666667,98.0,50.0,0.898989898989899
2023-01-28,East US,Storage,93,1397,212,110.31,1.09,1,5,1,1,1,89.0,84.0,78.0,78.57142857142857,93.0,50.0,72.63333333333334,98.0,50.0,0.9393939393939394
2023-01-28,East US,VM,59,760,337,110.31,1.09,1,5,1,1,1,93.0,58.0,50.0,79.85714285714286,93.0,58.0,72.26666666666667,98.0,50.0,0.5959595959595959
2023-01-28,West US,Storage,60,1410,237,110.31,1.09,1,5,1,1,1,59.0,89.0,83.0,76.57142857142857,93.0,58.0,71.83333333333333,98.0,50.0,0.6060606060606061
2023-01-29,North Europe,Storage,66,1748,303,91.61,0.97,1,6,1,1,1,60.0,93.0,93.0,72.71428571428571,93.0,58.0,71.26666666666667,98.0,50.0,0.6666666666666666
2023-01-29,Southeast Asia,Container,96,1812,430,91.61,0.97,1,6,1,1,1,66.0,59.0,84.0,74.42857142857143,96.0,58.0,72.63333333333334,98.0,50.0,0.9696969696969697
2023-01-29,Southeast Asia,Storage,57,1053,214,91.61,0.97,1,6,1,1,1,96.0,60.0,58.0,74.28571428571429,96.0,57.0,71.8,98.0,50.0,0.5757575757575758
2023-01-29,Southeast Asia,VM,55,1078,378,91.61,0.97,1,6,1,1,1,57.0,66.0,89.0,69.42857142857143,96.0,55.0,71.36666666666666,98.0,50.0,0.5555555555555556
2023-01-29,North Europe,Container,89,1562,397,91.61,0.97,1,6,1,1,1,55.0,96.0,93.0,68.85714285714286,96.0,55.0,72.43333333333334,98.0,50.0,0.898989898989899
2023-01-29,North Europe,VM,64,1492,352,91.61,0.97,1,6,1,1,1,89.0,57.0,59.0,69.57142857142857,96.0,55.0,72.2,98.0,50.0,0.6464646464646465
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,6,1,1,1,64.0,55.0,60.0,71.57142857142857,96.0,55.0,71.8,98.0,50.0,0.7474747474747475
2023-01-29,West US,Storage,89,1299,378,91.61,0.97,1,6,1,1,1,74.0,89.0,66.0,74.85714285714286,96.0,55.0,72.66666666666667,98.0,50.0,0.898989898989899
2023-01-29,West US,Container,87,1546,262,91.61,0.97,1,6,1,1,1,89.0,64.0,96.0,73.57142857142857,89.0,55.0,72.36666666666666,98.0,50.0,0.8787878787878788
2023-01-29,East US,Storage,75,1073,331,91.61,0.97,1,6,1,1,1,87.0,74.0,57.0,76.14285714285714,89.0,55.0,72.56666666666666,98.0,50.0,0.7575757575757576
2023-01-29,East US,VM,68,1902,277,91.61,0.97,1,6,1,1,1,75.0,89.0,55.0,78.0,89.0,64.0,73.06666666666666,98.0,50.0,0.6868686868686869
2023-01-29,West US,VM,67,795,494,91.61,0.97,1,6,1,1,1,68.0,87.0,89.0,74.85714285714286,89.0,64.0,72.56666666666666,98.0,50.0,0.6767676767676768
2023-01-30,North Europe,Container,54,1680,246,103.31,1.1,0,0,1,1,0,67.0,75.0,64.0,73.42857142857143,89.0,54.0,72.46666666666667,98.0,50.0,0.5454545454545454
2023-01-30,East US,VM,76,919,356,103.31,1.1,0,0,1,1,0,54.0,68.0,74.0,73.71428571428571,89.0,54.0,73.3,98.0,50.0,0.7676767676767676
2023-01-30,East US,Storage,87,1964,296,103.31,1.1,0,0,1,1,0,76.0,67.0,89.0,73.42857142857143,87.0,54.0,72.93333333333334,96.0,50.0,0.8787878787878788
2023-01-30,East US,Container,86,1934,488,103.31,1.1,0,0,1,1,0,87.0,54.0,87.0,73.28571428571429,87.0,54.0,73.8,96.0,50.0,0.8686868686868687
2023-01-30,West US,VM,53,1097,209,103.31,1.1,0,0,1,1,0,86.0,76.0,75.0,70.14285714285714,87.0,53.0,73.86666666666666,96.0,50.0,0.5353535353535354
2023-01-30,West US,Storage,54,1364,317,103.31,1.1,0,0,1,1,0,53.0,87.0,68.0,68.14285714285714,87.0,53.0,72.56666666666666,96.0,50.0,0.5454545454545454
2023-01-30,West US,Container,87,1682,427,103.31,1.1,0,0,1,1,0,54.0,86.0,67.0,71.0,87.0,53.0,73.13333333333334,96.0,50.0,0.8787878787878788
2023-01-30,North Europe,VM,94,715,383,103.31,1.1,0,0,1,1,0,87.0,53.0,54.0,76.71428571428571,94.0,53.0,74.16666666666667,96.0,50.0,0.9494949494949495
2023-01-30,North Europe,Storage,64,1680,335,103.31,1.1,0,0,1,1,0,94.0,54.0,76.0,75.0,94.0,53.0,73.7,96.0,50.0,0.6464646464646465
2023-01-30,Southeast Asia,VM,53,1343,372,103.31,1.1,0,0,1,1,0,64.0,87.0,87.0,70.14285714285714,94.0,53.0,73.8,96.0,53.0,0.5353535353535354
2023-01-30,Southeast Asia,Storage,51,1934,294,103.31,1.1,0,0,1,1,0,53.0,94.0,86.0,65.14285714285714,94.0,51.0,72.73333333333333,96.0,51.0,0.5151515151515151
2023-01-30,Southeast Asia,Container,85,1815,481,103.31,1.1,0,0,1,1,0,51.0,64.0,53.0,69.71428571428571,94.0,51.0,72.46666666666667,96.0,51.0,0.8585858585858586
2023-01-31,Southeast Asia,VM,86,626,305,95.21,0.98,0,1,1,1,0,85.0,53.0,54.0,74.28571428571429,94.0,51.0,72.53333333333333,96.0,51.0,0.8686868686868687
2023-01-31,Southeast Asia,Storage,98,1103,486,95.21,0.98,0,1,1,1,0,86.0,51.0,87.0,75.85714285714286,98.0,51.0,73.86666666666666,98.0,51.0,0.98989898989899
2023-01-31,East US,Container,59,1371,237,95.21,0.98,0,1,1,1,0,98.0,85.0,94.0,70.85714285714286,98.0,51.0,72.86666666666666,98.0,51.0,0.5959595959595959
2023-01-31,North Europe,Container,61,1503,332,95.21,0.98,0,1,1,1,0,59.0,86.0,64.0,70.42857142857143,98.0,51.0,71.8,98.0,51.0,0.6161616161616161
2023-01-31,Southeast Asia,Container,58,1513,250,95.21,0.98,0,1,1,1,0,61.0,98.0,53.0,71.14285714285714,98.0,51.0,71.76666666666667,98.0,51.0,0.5858585858585859
2023-01-31,North Europe,Storage,89,1327,370,95.21,0.98,0,1,1,1,0,58.0,59.0,51.0,76.57142857142857,98.0,58.0,72.73333333333333,98.0,51.0,0.898989898989899
2023-01-31,East US,VM,92,1806,268,95.21,0.98,0,1,1,1,0,89.0,61.0,85.0,77.57142857142857,98.0,58.0,73.6,98.0,51.0,0.9292929292929293
2023-01-31,West US,Container,62,1457,409,95.21,0.98,0,1,1,1,0,92.0,58.0,86.0,74.14285714285714,98.0,58.0,72.46666666666667,98.0,51.0,0.6262626262626263
2023-01-31,West US,Storage,96,845,417,95.21,0.98,0,1,1,1,0,62.0,89.0,98.0,73.85714285714286,96.0,58.0,73.76666666666667,98.0,51.0,0.9696969696969697
2023-01-31,West US,VM,55,1211,222,95.21,0.98,0,1,1,1,0,96.0,92.0,59.0,73.28571428571429,96.0,55.0,73.76666666666667,98.0,51.0,0.5555555555555556
2023-01-31,East US,Storage,69,510,453,95.21,0.98,0,1,1,1,0,55.0,62.0,61.0,74.42857142857143,96.0,55.0,73.1,98.0,51.0,0.696969696969697
2023-01-31,North Europe,VM,74,1492,310,95.21,0.98,0,1,1,1,0,69.0,96.0,58.0,76.71428571428571,96.0,55.0,73.43333333333334,98.0,51.0,0.7474747474747475
2023-02-01,Southeast Asia,VM,92,1454,450,88.94,0.88,0,2,2,1,0,74.0,55.0,89.0,77.14285714285714,96.0,55.0,74.03333333333333,98.0,51.0,0.9292929292929293
2023-02-01,Southeast Asia,Storage,73,524,379,88.94,0.88,0,2,2,1,0,92.0,69.0,92.0,74.42857142857143,96.0,55.0,73.5,98.0,51.0,0.7373737373737373
2023-02-01,East US,Container,95,1928,309,88.94,0.88,0,2,2,1,0,73.0,74.0,62.0,79.14285714285714,96.0,55.0,73.76666666666667,98.0,51.0,0.9595959595959596
2023-02-01,North Europe,Container,51,1733,216,88.94,0.88,0,2,2,1,0,95.0,92.0,96.0,72.71428571428571,95.0,51.0,72.96666666666667,98.0,51.0,0.5151515151515151
2023-02-01,Southeast Asia,Container,55,1684,376,88.94,0.88,0,2,2,1,0,51.0,73.0,55.0,72.71428571428571,95.0,51.0,72.53333333333333,98.0,51.0,0.5555555555555556
2023-02-01,North Europe,Storage,74,574,493,88.94,0.88,0,2,2,1,0,55.0,95.0,69.0,73.42857142857143,95.0,51.0,72.76666666666667,98.0,51.0,0.7474747474747475
2023-02-01,East US,VM,78,1985,495,88.94,0.88,0,2,2,1,0,74.0,51.0,74.0,74.0,95.0,51.0,73.56666666666666,98.0,51.0,0.7878787878787878
2023-02-01,West US,Container,59,1959,316,88.94,0.88,0,2,2,1,0,78.0,55.0,92.0,69.28571428571429,95.0,51.0,73.0,98.0,51.0,0.5959595959595959
2023-02-01,West US,Storage,89,1160,336,88.94,0.88,0,2,2,1,0,59.0,74.0,73.0,71.57142857142857,95.0,51.0,73.06666666666666,98.0,51.0,0.898989898989899
2023-02-01,West US,VM,85,1705,200,88.94,0.88,0,2,2,1,0,89.0,78.0,95.0,70.14285714285714,89.0,51.0,73.03333333333333,98.0,51.0,0.8585858585858586
2023-02-01,East US,Storage,90,1278,456,88.94,0.88,0,2,2,1,0,85.0,59.0,51.0,75.71428571428571,90.0,55.0,74.26666666666667,98.0,51.0,0.9090909090909091
2023-02-01,North Europe,VM,75,1436,490,88.94,0.88,0,2,2,1,0,90.0,89.0,55.0,78.57142857142857,90.0,59.0,74.96666666666667,98.0,51.0,0.7575757575757576
2023-02-02,Southeast Asia,Container,96,1509,393,108.13,1.14,0,3,2,1,0,75.0,85.0,74.0,81.71428571428571,96.0,59.0,75.26666666666667,98.0,51.0,0.9696969696969697
2023-02-02,Southeast Asia,Storage,67,1268,277,108.13,1.14,0,3,2,1,0,96.0,90.0,78.0,80.14285714285714,96.0,59.0,74.36666666666666,98.0,51.0,0.6767676767676768
2023-02-02,Southeast Asia,VM,65,1947,218,108.13,1.14,0,3,2,1,0,67.0,75.0,59.0,81.0,96.0,65.0,74.4,98.0,51.0,0.6565656565656566
2023-02-02,North Europe,Container,79,784,485,108.13,1.14,0,3,2,1,0,65.0,96.0,89.0,79.57142857142857,96.0,65.0,75.26666666666667,98.0,51.0,0.797979797979798
2023-02-02,North Europe,Storage,68,1841,231,108.13,1.14,0,3,2,1,0,79.0,67.0,85.0,77.14285714285714,96.0,65.0,75.83333333333333,98.0,51.0,0.6868686868686869
2023-02-02,North Europe,VM,81,1664,414,108.13,1.14,0,3,2,1,0,68.0,65.0,90.0,75.85714285714286,96.0,65.0,75.7,98.0,51.0,0.8181818181818182
2023-02-02,West US,Storage,71,975,262,108.13,1.14,0,3,2,1,0,81.0,79.0,75.0,75.28571428571429,96.0,65.0,75.2,98.0,51.0,0.7171717171717171
2023-02-02,West US,VM,90,1188,347,108.13,1.14,0,3,2,1,0,71.0,68.0,96.0,74.42857142857143,90.0,65.0,74.93333333333334,96.0,51.0,0.9090909090909091
2023-02-02,East US,Container,56,1348,283,108.13,1.14,0,3,2,1,0,90.0,81.0,67.0,72.85714285714286,90.0,56.0,74.83333333333333,96.0,51.0,0.5656565656565656
2023-02-02,East US,Storage,75,655,248,108.13,1.14,0,3,2,1,0,56.0,71.0,65.0,74.28571428571429,90.0,56.0,75.3,96.0,51.0,0.7575757575757576
2023-02-02,East US,VM,78,562,349,108.13,1.14,0,3,2,1,0,75.0,90.0,79.0,74.14285714285714,90.0,56.0,75.96666666666667,96.0,51.0,0.7878787878787878
2023-02-02,West US,Container,89,1060,456,108.13,1.14,0,3,2,1,0,78.0,56.0,68.0,77.14285714285714,90.0,56.0,75.96666666666667,96.0,51.0,0.898989898989899
2023-02-03,Southeast Asia,Container,83,595,287,99.28,1.1,0,4,2,1,0,89.0,75.0,81.0,77.42857142857143,90.0,56.0,75.66666666666667,96.0,51.0,0.8383838383838383
2023-02-03,Southeast Asia,Storage,82,1506,463,99.28,1.1,0,4,2,1,0,83.0,78.0,71.0,79.0,90.0,56.0,76.33333333333333,96.0,51.0,0.8282828282828283
2023-02-03,Southeast Asia,VM,96,1752,266,99.28,1.1,0,4,2,1,0,82.0,89.0,90.0,79.85714285714286,96.0,56.0,76.33333333333333,96.0,51.0,0.9696969696969697
2023-02-03,North Europe,Container,57,1577,448,99.28,1.1,0,4,2,1,0,96.0,83.0,56.0,80.0,96.0,57.0,76.4,96.0,51.0,0.5757575757575758
2023-02-03,North Europe,Storage,52,942,454,99.28,1.1,0,4,2,1,0,57.0,82.0,75.0,76.71428571428571,96.0,52.0,75.83333333333333,96.0,51.0,0.5252525252525253
2023-02-03,North Europe,VM,50,812,446,99.28,1.1,0,4,2,1,0,52.0,96.0,78.0,72.71428571428571,96.0,50.0,75.03333333333333,96.0,50.0,0.5050505050505051
2023-02-03,West US,Container,77,1701,207,99.28,1.1,0,4,2,1,0,50.0,57.0,89.0,71.0,96.0,50.0,74.53333333333333,96.0,50.0,0.7777777777777778
2023-02-03,West US,VM,88,1299,465,99.28,1.1,0,4,2,1,0,77.0,52.0,83.0,71.71428571428571,96.0,50.0,75.03333333333333,96.0,50.0,0.8888888888888888
2023-02-03,East US,Container,50,1787,254,99.28,1.1,0,4,2,1,0,88.0,50.0,82.0,67.14285714285714,96.0,50.0,73.53333333333333,96.0,50.0,0.5050505050505051
2023-02-03,East US,Storage,79,1446,331,99.28,1.1,0,4,2,1,0,50.0,77.0,96.0,64.71428571428571,88.0,50.0,74.46666666666667,96.0,50.0,0.797979797979798
2023-02-03,East US,VM,77,1636,313,99.28,1.1,0,4,2,1,0,79.0,88.0,57.0,67.57142857142857,88.0,50.0,75.2,96.0,50.0,0.7777777777777778
2023-02-03,West US,Storage,59,661,286,99.28,1.1,0,4,2,1,0,77.0,50.0,52.0,68.57142857142857,88.0,50.0,74.7,96.0,50.0,0.5959595959595959
2023-02-04,Southeast Asia,Container,79,1404,425,103.62,0.94,1,5,2,1,1,59.0,79.0,50.0,72.71428571428571,88.0,50.0,74.73333333333333,96.0,50.0,0.797979797979798
2023-02-04,Southeast Asia,Storage,54,1304,455,103.62,0.94,1,5,2,1,1,79.0,77.0,77.0,69.42857142857143,88.0,50.0,74.56666666666666,96.0,50.0,0.5454545454545454
2023-02-04,Southeast Asia,VM,72,1642,219,103.62,0.94,1,5,2,1,1,54.0,59.0,88.0,67.14285714285714,79.0,50.0,74.0,96.0,50.0,0.7272727272727273
2023-02-04,North Europe,Container,69,1245,394,103.62,0.94,1,5,2,1,1,72.0,79.0,50.0,69.85714285714286,79.0,54.0,73.46666666666667,96.0,50.0,0.696969696969697
2023-02-04,North Europe,Storage,51,1314,396,103.62,0.94,1,5,2,1,1,69.0,54.0,79.0,65.85714285714286,79.0,51.0,72.16666666666667,96.0,50.0,0.5151515151515151
2023-02-04,North Europe,VM,78,1199,281,103.62,0.94,1,5,2,1,1,51.0,72.0,77.0,66.0,79.0,51.0,72.26666666666667,96.0,50.0,0.7878787878787878
2023-02-04,West US,Container,68,1904,235,103.62,0.94,1,5,2,1,1,78.0,69.0,59.0,67.28571428571429,79.0,51.0,71.33333333333333,96.0,50.0,0.6868686868686869
2023-02-04,West US,Storage,82,650,284,103.62,0.94,1,5,2,1,1,68.0,51.0,79.0,67.71428571428571,82.0,51.0,71.83333333333333,96.0,50.0,0.8282828282828283
2023-02-04,West US,VM,97,506,462,103.62,0.94,1,5,2,1,1,82.0,78.0,54.0,73.85714285714286,97.0,51.0,72.9,97.0,50.0,0.9797979797979798
2023-02-04,East US,Container,70,1409,422,103.62,0.94,1,5,2,1,1,97.0,68.0,72.0,73.57142857142857,97.0,51.0,72.6,97.0,50.0,0.7070707070707071
2023-02-04,East US,Storage,95,990,364,103.62,0.94,1,5,2,1,1,70.0,82.0,69.0,77.28571428571429,97.0,51.0,73.5,97.0,50.0,0.9595959595959596
2023-02-04,East US,VM,63,1811,319,103.62,0.94,1,5,2,1,1,95.0,97.0,51.0,79.0,97.0,63.0,72.9,97.0,50.0,0.6363636363636364
2023-02-05,Southeast Asia,Storage,86,574,345,103.61,1.15,1,6,2,1,1,63.0,70.0,78.0,80.14285714285714,97.0,63.0,73.4,97.0,50.0,0.8686868686868687
2023-02-05,Southeast Asia,VM,94,1109,414,103.61,1.15,1,6,2,1,1,86.0,95.0,68.0,83.85714285714286,97.0,63.0,73.53333333333333,97.0,50.0,0.9494949494949495
2023-02-05,North Europe,Container,75,941,228,103.61,1.15,1,6,2,1,1,94.0,63.0,82.0,82.85714285714286,97.0,63.0,74.16666666666667,97.0,50.0,0.7575757575757576
2023-02-05,North Europe,Storage,71,1758,203,103.61,1.15,1,6,2,1,1,75.0,86.0,97.0,79.14285714285714,95.0,63.0,74.03333333333333,97.0,50.0,0.7171717171717171
2023-02-05,North Europe,VM,88,1724,445,103.61,1.15,1,6,2,1,1,71.0,94.0,70.0,81.71428571428571,95.0,63.0,74.36666666666666,97.0,50.0,0.8888888888888888
2023-02-05,Southeast Asia,Container,70,541,240,103.61,1.15,1,6,2,1,1,88.0,75.0,95.0,78.14285714285714,94.0,63.0,73.73333333333333,97.0,50.0,0.7070707070707071
2023-02-05,West US,Storage,63,1020,239,103.61,1.15,1,6,2,1,1,70.0,71.0,63.0,78.14285714285714,94.0,63.0,73.06666666666666,97.0,50.0,0.6363636363636364
2023-02-05,West US,VM,66,1638,408,103.61,1.15,1,6,2,1,1,63.0,88.0,86.0,75.28571428571429,94.0,63.0,72.53333333333333,97.0,50.0,0.6666666666666666
2023-02-05,East US,Container,95,627,423,103.61,1.15,1,6,2,1,1,66.0,70.0,94.0,75.42857142857143,95.0,63.0,72.5,97.0,50.0,0.9595959595959596
2023-02-05,East US,Storage,66,1213,357,103.61,1.15,1,6,2,1,1,95.0,63.0,75.0,74.14285714285714,95.0,63.0,72.8,97.0,50.0,0.6666666666666666
2023-02-05,East US,VM,93,1353,479,103.61,1.15,1,6,2,1,1,66.0,66.0,71.0,77.28571428571429,95.0,63.0,74.16666666666667,97.0,50.0,0.9393939393939394
2023-02-05,West US,Container,51,736,480,103.61,1.15,1,6,2,1,1,93.0,95.0,88.0,72.0,95.0,51.0,74.2,97.0,50.0,0.5151515151515151
2023-02-06,Southeast Asia,Storage,89,510,363,99.64,1.16,0,0,2,1,0,51.0,66.0,70.0,74.71428571428571,95.0,51.0,74.6,97.0,50.0,0.898989898989899
2023-02-06,Southeast Asia,VM,78,648,466,99.64,1.16,0,0,2,1,0,89.0,93.0,63.0,76.85714285714286,95.0,51.0,74.26666666666667,97.0,50.0,0.7878787878787878
2023-02-06,North Europe,Container,85,1894,481,99.64,1.16,0,0,2,1,0,78.0,51.0,66.0,79.57142857142857,95.0,51.0,75.43333333333334,97.0,51.0,0.8585858585858586
2023-02-06,North Europe,Storage,95,629,392,99.64,1.16,0,0,2,1,0,85.0,89.0,95.0,79.57142857142857,95.0,51.0,75.96666666666667,97.0,51.0,0.9595959595959596
2023-02-06,North Europe,VM,66,1421,389,99.64,1.16,0,0,2,1,0,95.0,78.0,66.0,79.57142857142857,95.0,51.0,75.6,97.0,51.0,0.6666666666666666
2023-02-06,Southeast Asia,Container,98,686,494,99.64,1.16,0,0,2,1,0,66.0,85.0,93.0,80.28571428571429,98.0,51.0,76.9,98.0,51.0,0.98989898989899
2023-02-06,West US,Storage,89,1109,467,99.64,1.16,0,0,2,1,0,98.0,95.0,51.0,85.71428571428571,98.0,66.0,77.23333333333333,98.0,51.0,0.898989898989899
2023-02-06,West US,VM,80,1145,418,99.64,1.16,0,0,2,1,0,89.0,66.0,89.0,84.42857142857143,98.0,66.0,78.1,98.0,51.0,0.8080808080808081
2023-02-06,East US,Container,72,841,226,99.64,1.16,0,0,2,1,0,80.0,98.0,78.0,83.57142857142857,98.0,66.0,78.1,98.0,51.0,0.7272727272727273
2023-02-06,East US,Storage,86,1676,275,99.64,1.16,0,0,2,1,0,72.0,89.0,85.0,83.71428571428571,98.0,66.0,78.66666666666667,98.0,51.0,0.8686868686868687
2023-02-06,East US,VM,87,533,216,99.64,1.16,0,0,2,1,0,86.0,80.0,95.0,82.57142857142857,98.0,66.0,79.86666666666666,98.0,51.0,0.8787878787878788
2023-02-06,West US,Container,94,1320,372,99.64,1.16,0,0,2,1,0,87.0,72.0,66.0,86.57142857142857,98.0,72.0,80.4,98.0,51.0,0.9494949494949495
2023-02-07,Southeast Asia,Container,83,1023,474,73.8,1.08,0,1,2,1,0,94.0,86.0,98.0,84.42857142857143,94.0,72.0,80.9,98.0,51.0,0.8383838383838383
2023-02-07,Southeast Asia,Storage,93,671,301,73.8,1.08,0,1,2,1,0,83.0,87.0,89.0,85.0,94.0,72.0,81.26666666666667,98.0,51.0,0.9393939393939394
2023-02-07,Southeast Asia,VM,88,630,428,73.8,1.08,0,1,2,1,0,93.0,94.0,80.0,86.14285714285714,94.0,72.0,80.96666666666667,98.0,51.0,0.8888888888888888
2023-02-07,North Europe,Container,92,541,224,73.8,1.08,0,1,2,1,0,88.0,83.0,72.0,89.0,94.0,83.0,81.7,98.0,51.0,0.9292929292929293
2023-02-07,North Europe,Storage,50,1740,260,73.8,1.08,0,1,2,1,0,92.0,93.0,86.0,83.85714285714286,94.0,50.0,80.2,98.0,50.0,0.5050505050505051
2023-02-07,North Europe,VM,58,795,216,73.8,1.08,0,1,2,1,0,50.0,88.0,87.0,79.71428571428571,94.0,50.0,80.03333333333333,98.0,50.0,0.5858585858585859
2023-02-07,West US,Container,75,1973,272,73.8,1.08,0,1,2,1,0,58.0,92.0,94.0,77.0,93.0,50.0,79.66666666666667,98.0,50.0,0.7575757575757576
2023-02-07,West US,VM,85,1250,347,73.8,1.08,0,1,2,1,0,75.0,50.0,83.0,77.28571428571429,93.0,50.0,79.36666666666666,98.0,50.0,0.8585858585858586
2023-02-07,East US,Container,71,568,488,73.8,1.08,0,1,2,1,0,85.0,58.0,93.0,74.14285714285714,92.0,50.0,79.23333333333333,98.0,50.0,0.7171717171717171
2023-02-07,East US,Storage,96,1163,445,73.8,1.08,0,1,2,1,0,71.0,75.0,88.0,75.28571428571429,96.0,50.0,80.06666666666666,98.0,50.0,0.9696969696969697
2023-02-07,East US,VM,89,1750,297,73.8,1.08,0,1,2,1,0,96.0,85.0,92.0,74.85714285714286,96.0,50.0,80.1,98.0,50.0,0.898989898989899
2023-02-07,West US,Storage,68,1767,400,73.8,1.08,0,1,2,1,0,89.0,71.0,50.0,77.42857142857143,96.0,58.0,80.03333333333333,98.0,50.0,0.6868686868686869
2023-02-08,North Europe,Storage,96,1811,465,100.87,0.97,0,2,2,1,0,68.0,96.0,58.0,82.85714285714286,96.0,68.0,81.13333333333334,98.0,50.0,0.9696969696969697
2023-02-08,Southeast Asia,Storage,56,834,316,100.87,0.97,0,2,2,1,0,96.0,89.0,75.0,80.14285714285714,96.0,56.0,80.8,98.0,50.0,0.5656565656565656
2023-02-08,Southeast Asia,VM,70,1609,449,100.87,0.97,0,2,2,1,0,56.0,68.0,85.0,78.0,96.0,56.0,79.96666666666667,98.0,50.0,0.7070707070707071
